metric,arm,tier,group,w_n_abs,w_n_prog,w_n_pts_both,w_medabsz_abs,w_medabsz_prog,w_n_inf_abs,w_n_inf_prog,w_medabsrel_abs,w_medabsrel_prog,w_medrel_abs,w_medrel_prog,w_seedsdrel_abs,w_align_dz,w_align_dz_max,w_align_drel,w_sign_flip_frac,w_frac_zero_sd_abs,w_frac_exact_eq_abs,w_frac_exact_eq_prog,w_medgap_abs,w_medgap_prog,p_n_abs,p_n_prog,p_n_pts_both,p_medabsz_abs,p_medabsz_prog,p_n_inf_abs,p_n_inf_prog,p_medabsrel_abs,p_medabsrel_prog,p_medrel_abs,p_medrel_prog,p_seedsdrel_abs,p_align_dz,p_align_dz_max,p_align_drel,p_sign_flip_frac,p_frac_zero_sd_abs,p_frac_exact_eq_abs,p_frac_exact_eq_prog,p_medgap_abs,p_medgap_prog,deterministic,verdict,verdict_prog,verdict_flip,align_unstable_warmup,align_unstable_post,align_unstable,untestable_warmup,why_unsafe,unsafe
curvature/fd_floor_random,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,6.016735772687697,4.537726408777883,0.0,0.0,0.1242003865136784,0.1693664781510454,0.1242003865136784,0.0965987346200748,0.0213670949261673,4.040134606484053,12.02648286154783,0.1468062443266298,0.3,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.164174293402355,4.154721387055092,0.0,0.0,0.1594695642682251,0.2030915093126747,-0.1594695642682251,0.2030915093126747,0.0454818474529942,5.445704531410673,14.79290526393206,0.289247106995652,0.8,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,True,True,True,False,alignment-unstable in window; alignment-unstable after window,True
curvature/fd_floor_update,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,6.016737974518877,4.537725285757583,0.0,0.0,0.1242003813482929,0.1693664610044117,0.1242003813482929,0.0965986249111912,0.0213670890360272,4.0401355815917706,12.026478927072192,0.146806276772323,0.3,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.1641750788515477,4.154701731696465,0.0,0.0,0.1594694945197537,0.2030915244247478,-0.1594694945197537,0.2030915244247478,0.0454818846609298,5.445706510908314,14.792896356519623,0.2892471106011231,0.8,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,True,True,True,False,alignment-unstable in window; alignment-unstable after window,True
curvature/fd_snr_random,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,3.219076673792337,6.095504202084561,0.0,0.0,0.2092089858206974,0.3442110438471438,-0.2092089858206974,-0.0680698238914288,0.065719795250774,5.536455129757135,14.550089788917614,0.3996000026768491,0.4,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,8.893199747105328,2.308916044028397,0.0,0.0,0.3160249901067083,0.1444104785958766,-0.3160249901067083,-0.0219731073102544,0.0483544113539314,5.8980290139398015,10.864182319221491,0.2817941828314304,0.2,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,True,True,True,False,alignment-unstable in window; alignment-unstable after window,True
curvature/gg,native,sparse,dynamics,12.0,10.0,10.0,6.385174471511386,4.208501676513851,0.0,0.0,0.2631940965037869,0.3689047839941602,0.2631940965037869,0.1992366688110059,0.0424469368872804,4.219712215501721,9.017534391581938,0.2773899151935297,0.3,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,2.907092628902025,4.425992272902668,0.0,0.0,0.2994625710763163,0.4527395401311005,-0.2994625710763163,0.4527395401311005,0.096902986385982,5.439540504383338,13.130617984923129,0.4954434255692738,0.8,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,True,True,True,False,alignment-unstable in window; alignment-unstable after window,True
curvature/gg,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,6.4192545924212405,4.27414708941964,0.0,0.0,0.2638295757353147,0.3695231323858339,0.2638295757353147,0.2059388678686872,0.0423603177899828,4.288549451476111,9.130112868476049,0.2813058086042341,0.3,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,2.846490680318839,4.551028399448178,0.0,0.0,0.2935184053122525,0.4472825566631636,-0.2935184053122525,0.4472825566631636,0.095379629454075,5.401936074722846,12.586913754068236,0.4946037645655272,0.8,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,True,True,True,False,alignment-unstable in window; alignment-unstable after window,True
curvature/vhv_random,native,sparse,dynamics,12.0,10.0,10.0,4.063881105343916,5.686244829121957,0.0,0.0,0.4664385395191195,0.9662589241013348,-0.4664385395191195,-0.2792030982678717,0.1335281728960964,4.159251845790212,9.934467528662212,0.7593110866087205,0.2,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.09413293696189,0.8793610581908019,0.0,0.0,0.6107765327643798,0.1981356473614983,-0.6107765327643798,-0.1814183910117134,0.206000608832548,2.538935540397198,3.5637298968014903,0.4931672033200117,0.1,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,warmup-dominated,True,True,False,True,False,alignment-unstable in window; verdict flips with alignment,True
curvature/vhv_random,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,4.009662873201254,5.632128235494859,0.0,0.0,0.4568360188180805,0.9632665526842792,-0.4568360188180805,-0.272300924663135,0.138695578180661,4.08076950520765,9.893457482348795,0.7515128612828257,0.2,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.0084846038270543,0.8687102365233107,0.0,0.0,0.6133502971638602,0.2034142575823301,-0.6133502971638602,-0.1768192869658231,0.2091259394149414,2.5479464877707594,3.407136410212557,0.4922538875910083,0.1,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,warmup-dominated,True,True,False,True,False,alignment-unstable in window; verdict flips with alignment,True
sketch/probe_grad_cosine_prev,none,sparse,dynamics,12.0,10.0,10.0,2.95741989355012,5.342111481028695,0.0,0.0,0.1060252478044948,0.5627987964970271,0.0471411195800987,0.0393060694704714,0.0306324216005276,5.184886283758077,15.402375870668982,0.4520210994448604,0.3,0.0,0.0,0.0,12.0,0.0063492063492063,9.0,19.0,9.0,6.134347107273401,2.8311839089668447,0.0,0.0,0.1568049284604633,0.0808066063246116,-0.1568049284604633,0.0808066063246116,0.0161539329012174,12.687457026754126,16.725045263168408,0.2627449344841366,0.8888888888888888,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,True,True,True,False,alignment-unstable in window; alignment-unstable after window,True
update/actual,native,sparse,dynamics,12.0,10.0,10.0,1.9867920573655629,7.95104440043597,0.0,0.0,0.3372482831534126,1.3329236337816477,-0.1353436548231089,-0.923582745984023,0.337146875454087,2.628308284635669,38.62129567825705,0.9865254668337282,0.2,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.2865423318641604,1.034909463519627,0.0,0.0,6.533072676916024,1.3405710563456736,-0.9616744052405304,0.4285261307160139,2.501283896426352,0.7424519657033439,1.8652346368654045,2.841474201005638,0.1,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,warmup-dominated,True,False,False,False,False,verdict flips with alignment,True
update/actual,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,2.027091737954111,8.131399180065802,0.0,0.0,0.3106010803556622,1.3481969656367672,-0.1451757446058022,-0.933959483864849,0.3291800474640346,2.676986226214248,40.78019934707166,0.9968189483749678,0.2,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.0287138546584966,1.0273380067876137,0.0,0.0,6.423430357936347,1.3882762208639037,-1.0198792334125688,0.3807661499601336,2.5584959024280307,0.7848588718708407,1.8126643400025584,2.823425124708064,0.1,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,warmup-dominated,True,False,False,False,False,verdict flips with alignment,True
curvature/e_sym_gradient,native,sparse,dynamics,12.0,10.0,10.0,3.485763788850876,1.7214292438619287,0.0,0.0,3.21881387721654,3.1738108702318586,3.21881387721654,3.1738108702318586,1.212338790170073,0.2985636507464037,1.6477331085965308,0.4592697894677985,0.2,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,0.739217575229564,0.6131274304193151,0.0,0.0,1.1747986258640355,0.6809389074380834,1.1747986258640355,0.6685041107928962,1.4755302752550057,0.1413518768871739,1.9911070921518008,0.26890591343231,0.2,0.0,0.0,0.0,126.0,0.0499999999999999,False,warmup-dominated,not different,True,False,False,False,False,warmup-dominated; verdict flips with alignment,True
curvature/fd_floor_random,native,sparse,dynamics,12.0,10.0,10.0,4.342278662770117,2.993809406027619,0.0,0.0,0.1558280444823206,0.1838309657642543,0.1394255216864335,0.0958858798390828,0.0489405788208681,0.2219785493523924,10.141961958567451,0.2387044179976105,0.4,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,0.3499303588419202,0.4514097947713875,0.0,0.0,0.9353582954742752,2.35287692190032,0.0146016038651832,2.35287692190032,2.444466992436961,0.2136462145002135,1.645330355204212,0.6802557477526137,0.2,0.0,0.0,0.0,126.0,0.0499999999999999,False,warmup-dominated,not different,True,False,False,False,False,warmup-dominated; verdict flips with alignment,True
overhead/microbatch_cpu_launch/work,none,continuous,resource,401.0,401.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0003968253968253,2119.0,4973.0,2119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0003968253968253,True,identical (deterministic),identical (deterministic),False,False,False,False,False,,False
step/skipped,none,continuous,resource,400.0,398.0,398.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0003968253968253,2120.0,4976.0,2120.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0003968253968253,True,identical (deterministic),identical (deterministic),False,False,False,False,False,,False
overhead/grads_ready,none,continuous,resource,401.0,401.0,401.0,0.2612577629408261,0.2977263538253629,0.0,0.0,0.0643125006996451,0.0797934552153507,-0.0178755446491906,-0.0335428844824413,0.2774926424253909,0.1947438983975493,15.157600543540822,0.0548380159344451,0.2443890274314214,0.0,0.0,0.0,1.0,0.0003968253968253,2119.0,4973.0,2119.0,0.1871462331674112,0.2450891554606466,0.0,0.0,0.0593690347364682,0.0745682837655498,-0.0253627221789305,7.257297576311694e-05,0.3156772096174826,0.1950072070506756,23.19623268016016,0.0611525490387761,0.2505899008966493,0.0,0.0,0.0,1.0,0.0003968253968253,False,not different,not different,False,False,False,False,False,,False
overhead/step_end_emit,none,continuous,resource,400.0,398.0,398.0,0.1667454263460766,0.2555005441133924,0.0,0.0,0.048584370967983,0.0690659904547333,-0.0065423569587004,-0.0223634785493204,0.3237386226175524,0.2129993403053246,15.222805672506832,0.0636614221446477,0.3241206030150754,0.0,0.0,0.0,1.0,0.0003968253968253,2120.0,4976.0,2120.0,0.1148316483364224,0.1570949681339661,0.0,0.0,0.0412076779640888,0.0527373762676311,-0.0048184068241204,0.0104509083791749,0.3518440729682313,0.1348221983195868,14.900723239926483,0.0473604274711648,0.335377358490566,0.0,0.0,0.0,1.0,0.0003968253968253,False,not different,not different,False,False,False,False,False,,False
overhead/attention,none,periodic,resource,2.0,1.0,1.0,0.6491118922092152,0.7078916322870925,0.0,0.0,0.1424007731648003,0.2101686530503303,0.1424007731648003,0.2101686530503303,0.2285532766695062,0.0155795918160626,0.0155795918160626,0.0040309987003416,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,0.4765664611657845,0.5950456034874322,0.0,0.0,0.1168918255344302,0.1618287326370092,0.1168918255344302,0.1618287326370092,0.2351075397625111,0.0777507605284244,0.6977830147992734,0.0154143949254198,0.1,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
overhead/attention/work,none,periodic,resource,2.0,1.0,1.0,,,2.0,1.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,,,10.0,22.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.040079365079365,True,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
overhead/grads_ready/periodic_scan,none,periodic,resource,2.0,2.0,2.0,5.958905860453065,4.962735403486854,0.0,0.0,0.8156559992938344,0.9117839445725268,0.8156559992938344,0.9117839445725268,0.1265430911839283,0.20573177807094,0.41146355614188,0.0392671622433588,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,3.828597699065222,3.2764081202520225,0.0,0.0,0.4079305208030782,0.4925442757683497,0.4079305208030782,0.4925442757683497,0.1040164690912174,0.6836276229550496,3.0196996438192576,0.0783291650906543,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
overhead/grads_ready/periodic_scan/work,none,periodic,resource,2.0,2.0,2.0,,,2.0,2.0,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,,,10.0,22.0,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.040079365079365,True,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
overhead/lineage_checkpoint,none,sparse,resource,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,4.456032944847947,9.511787278522236,0.0,0.0,0.7879841699760295,0.7803693488326167,0.7879841699760295,0.7803693488326167,0.1768353555121477,,,,,0.0,0.0,0.0,629.0,0.2498015873015873,False,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
overhead/noise,none,periodic,resource,2.0,2.0,2.0,9.255257429453405,6.991881170093942,0.0,0.0,0.640666292265728,0.6437895699732765,0.640666292265728,0.6437895699732765,0.0890142698663094,0.032978396427157,0.0659567928543141,0.0019283898499779,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,8.884678342251963,8.900881449215555,0.0,0.0,0.6015734209017021,0.6104693866428874,0.6015734209017021,0.6104693866428874,0.0673318092776526,0.0905274146963403,0.2386297540196137,0.0052998938135351,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
overhead/noise/work,none,periodic,resource,2.0,2.0,2.0,,,2.0,2.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,,,10.0,22.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.040079365079365,True,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
overhead/probes,none,periodic,resource,2.0,1.0,1.0,31.1935809940394,11.24119696490871,0.0,0.0,0.6082836975854768,0.3982455331771482,0.6082836975854768,0.3982455331771482,0.0276521622665479,5.545300215542237,5.545300215542237,0.1705046185302804,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,19.39516112497511,18.69319291226249,0.0,0.0,0.315784725059125,0.4040627072451005,0.315784725059125,0.4040627072451005,0.0174975485389911,3.2134082822108048,7.91572706092949,0.0678923621997586,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
overhead/probes/work,none,periodic,resource,2.0,1.0,1.0,,,2.0,1.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,,,10.0,22.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.040079365079365,True,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
overhead/grads_ready/calibration,none,sparse,resource,13.0,13.0,13.0,5.584438301029339,5.52238929734764,0.0,0.0,0.7676064074196758,0.7617983027865207,0.7676064074196758,0.7617983027865207,0.134657072151348,0.4187633651595676,2.7442554488348976,0.0548543445969783,0.0,0.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,6.913788730582007,6.345801122320554,0.0,0.0,0.9413260520822018,0.6644704338572994,0.9413260520822018,0.6644704338572994,0.1162968141647484,0.4152058463511564,1.4992591358488891,0.0512583943570249,0.0,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
overhead/microbatch_cpu_launch,none,continuous,resource,401.0,401.0,401.0,3.1697091401718773,3.140198668496491,0.0,0.0,3.3440003949707062,3.3436397948890173,3.3440003949707062,3.3436397948890173,1.03543661500829,0.0401793527773909,0.7809324733816708,0.040751471113134,0.0,0.0,0.0,0.0,1.0,0.0003968253968253,2119.0,4973.0,2119.0,3.1087397534214047,3.0622690566839594,0.0,0.0,3.144582805307821,3.069886196175423,3.144582805307821,3.069886196175423,0.9966197304395722,0.0529270674809866,1.532483554370213,0.0532053161734391,0.0,0.0,0.0,0.0,1.0,0.0003968253968253,False,uniformly different,uniformly different,False,False,False,False,False,,False
overhead/muon_reference,none,sparse,resource,13.0,13.0,13.0,60.14711276592845,59.65027076077339,0.0,0.0,0.937201469774644,0.9330799304045592,0.937201469774644,0.9330799304045592,0.0161603371467756,0.3080987451812664,1.0207669073115344,0.0043212909390782,0.0,0.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,43.30865523488239,47.51321359757363,0.0,0.0,0.905201335863978,0.9360179745195016,0.905201335863978,0.9360179745195016,0.0211796501872077,0.7814637022769021,8.000524542453446,0.0368656925677396,0.1111111111111111,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
overhead/probe_grad_sketch,none,sparse,resource,13.0,13.0,13.0,3.5093386514213565,3.813263964500236,0.0,0.0,0.5257461503473143,0.5243041913738233,0.5257461503473143,0.5243041913738233,0.1491376164481494,0.1463872174839819,3.665536561223836,0.0195369867473977,0.0769230769230769,0.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,2.975447618148279,3.1708179045461278,0.0,0.0,0.4942075914573537,0.5436877300341801,0.4942075914573537,0.5436877300341801,0.1660952081438139,0.0568848096129794,0.2503665982316537,0.0102252606495719,0.0,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
overhead/shadow_acceptance,none,sparse,resource,12.0,10.0,10.0,5.579013476716632,5.955316618530913,0.0,0.0,0.593564581999405,0.6042932633660573,0.593564581999405,0.6042932633660573,0.1082747312730373,0.2630022285829349,1.2562758008222443,0.0267410402240168,0.0,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,4.422601183999025,5.180849226682698,0.0,0.0,0.5984734471617805,0.5930572953781829,0.5984734471617805,0.5930572953781829,0.1327282865820206,0.1597474979820857,0.3090113379856704,0.0234686845032192,0.0,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
overhead/theta_snapshot,none,sparse,resource,13.0,13.0,13.0,3.0382624378137986,3.488972822968385,0.0,0.0,0.6222384334589963,0.6379511609453294,0.6222384334589963,0.6379511609453294,0.1910195876665006,0.1776560374686067,1.425532562710206,0.0242387602617622,0.0,0.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,2.487823662451679,2.58102962474311,0.0,0.0,0.5836486303238209,0.5843081871883788,0.5836486303238209,0.5843081871883788,0.236402236677493,0.0740560895517028,0.184130921116537,0.0161139360896302,0.0,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
overhead/update_effectiveness,none,sparse,resource,12.0,10.0,10.0,4.722760084887408,4.578120830943608,0.0,0.0,0.5710930453281959,0.5775517151761029,0.5710930453281959,0.5775517151761029,0.1246911510266281,0.0540892013508032,0.1404647364132674,0.0070523344992966,0.0,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,4.113014038759957,4.231197054473113,0.0,0.0,0.5582735608354912,0.5791394971827324,0.5582735608354912,0.5791394971827324,0.1505802256285591,0.2298266882002956,0.8029961756580322,0.0327007327952669,0.0,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
step/dt_excl_serialized_telemetry,none,continuous,resource,400.0,398.0,398.0,207.9700904813293,225.2263920745825,0.0,0.0,0.8438636751566579,0.847508347202548,0.8438636751566579,0.847508347202548,0.0040470841704145,0.9430809599325828,28.386444705656498,0.0037984757063524,0.0050251256281407,0.0,0.0,0.0,1.0,0.0003968253968253,2120.0,4976.0,2120.0,281.67756348384466,278.6471745201377,0.0,0.0,0.8241206001439964,0.8225447135816909,0.8241206001439964,0.8225447135816909,0.0029222580241987,0.4502546507559756,6.6880999680885695,0.0015105904211321,0.0,0.0,0.0,0.0,1.0,0.0003968253968253,False,uniformly different,uniformly different,False,False,False,False,False,,False
step/loader_call_elapsed,none,continuous,resource,400.0,398.0,398.0,17.078345986174764,17.223918146301713,0.0,0.0,0.6844077803375272,0.6833956790961923,0.6844077803375272,0.6833956790961923,0.0402006507443559,0.1483457292168055,3.2998773444128138,0.0059195886931582,0.0,0.0,0.0,0.0,1.0,0.0003968253968253,2120.0,4976.0,2120.0,15.45872567350652,15.64347843784286,0.0,0.0,0.673980352174907,0.6718138550449376,0.673980352174907,0.6718138550449376,0.0438441640824396,0.1328411584296035,1.7267778218033427,0.0056828289941366,0.0,0.0,0.0,0.0,1.0,0.0003968253968253,False,uniformly different,uniformly different,False,False,False,False,False,,False
step/observed_dt,none,continuous,resource,400.0,398.0,398.0,199.8423789686156,203.7252347193281,0.0,0.0,0.8426688168988932,0.8448145407321042,0.8426688168988932,0.8448145407321042,0.0042285109437622,1.1807741695154697,15.239215914286468,0.0046398927987422,0.0778894472361809,0.0,0.0,0.0,1.0,0.0003968253968253,2120.0,4976.0,2120.0,261.43038217480984,251.07710144711848,0.0,0.0,0.8228622265909439,0.8211637074419418,0.8228622265909439,0.8211637074419418,0.0031795664759655,0.5249921557113371,19.492826760498662,0.0017631130739062,0.0198113207547169,0.0,0.0,0.0,1.0,0.0003968253968253,False,uniformly different,uniformly different,False,False,False,False,False,,False
mem/alloc_end_bytes,none,continuous,resource,400.0,398.0,398.0,,,400.0,398.0,0.8438202499639427,0.8438202499639427,0.8438202499639427,0.8438202499639427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0003968253968253,2120.0,4976.0,2120.0,,,2120.0,4976.0,0.8438202499639427,0.8438202499639427,0.8438202499639427,0.8438202499639427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0003968253968253,True,uniformly different (deterministic),uniformly different (deterministic),False,False,False,False,False,,False
mem/alloc_start_bytes,none,continuous,resource,400.0,398.0,398.0,,,400.0,398.0,0.8438220846979195,0.8438220846979195,0.8438220846979195,0.8438220846979195,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0003968253968253,2120.0,4976.0,2120.0,,,2120.0,4976.0,0.8438220846979195,0.8438220846979195,0.8438220846979195,0.8438220846979195,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0003968253968253,True,uniformly different (deterministic),uniformly different (deterministic),False,False,False,False,False,,False
mem/cuda_peak_absolute,none,continuous,resource,400.0,398.0,398.0,,,400.0,398.0,0.4149538722824023,0.4149538722824023,0.4149538722824023,0.4149538722824023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0003968253968253,2120.0,4976.0,2120.0,,,2120.0,4976.0,0.4149538722824023,0.4149538722824023,0.4149538722824023,0.4149538722824023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0003968253968253,True,uniformly different (deterministic),uniformly different (deterministic),False,False,False,False,False,,False
overhead/grads_ready/calibration/work,none,sparse,resource,13.0,13.0,13.0,,,13.0,13.0,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,,,9.0,19.0,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126.0,0.0499999999999999,True,uniformly different (deterministic),uniformly different (deterministic),False,False,False,False,False,,False
overhead/muon_reference/work,none,sparse,resource,13.0,13.0,13.0,,,13.0,13.0,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,,,9.0,19.0,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126.0,0.0499999999999999,True,uniformly different (deterministic),uniformly different (deterministic),False,False,False,False,False,,False
overhead/probe_grad_sketch/work,none,sparse,resource,13.0,13.0,13.0,,,13.0,13.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,,,9.0,19.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126.0,0.0499999999999999,True,uniformly different (deterministic),uniformly different (deterministic),False,False,False,False,False,,False
overhead/theta_snapshot/work,none,sparse,resource,13.0,13.0,13.0,,,13.0,13.0,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,,,9.0,19.0,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.8754576030823261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126.0,0.0499999999999999,True,uniformly different (deterministic),uniformly different (deterministic),False,False,False,False,False,,False
overhead/update_effectiveness/work,none,sparse,resource,12.0,10.0,10.0,,,12.0,10.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,,,10.0,21.0,1.0869552608229442,1.0869552608229442,1.0869552608229442,1.0869552608229442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126.0,0.0499999999999999,True,uniformly different (deterministic),uniformly different (deterministic),False,False,False,False,False,,False
